Metatag1,Left,Key,Right,Key_with_anno,Tag1_Key,Tag2_Key,Tag3_Key,Lemma
49641c009eafa0d752d035761784c3ebdc13,"in die Kurve werfen und mit Verve heraus beschleunigen lässt ; der Fahrer hat dabei trotzdem stets das Gefühl , Herr der Lage zu sein . Und dennoch : Der Golf liegt in allen Punkten noch einen Tick vor dem Ceed , wirkt insgesamt noch ",eine Idee straffer," , präziser und leichtfüßiger und meint man , der VW können die Physik noch ein wenig besser austricksen als der Kia , und den Grenzbereich noch ein Stückchen weiter von sich wegschieben . Zudem bietet VW die Option der adaptiven Dämpfer , mit ", eine /ART/eine  Idee /NN/Idee  straffer /ADJD/straff ,eine Idee straffer,ART NN ADJD,eine Idee straff,straff
56eb3bb51b4031d84b3628d11b86dd057d8f,"angeschaltet , Behälter füllt sich mit Wasser . An der Stelle wo das Wasser rauskommt nur ein kleines minimales Gerinsel , fast zu vernachläßigen . Druckanzeiger bleibt bei 0,00. Wir wissen nicht mehr woran es liegen kann . Habt ihr noch ",eine idee ?., Vielen dank gruß annie Anzahl der unterhalb stehenden Antworten : 8 Brunnenbaumeister ( Mailadresse bestätigt ) 21.10.2012 Dieser Text bezieht sich auf den Beitrag von anniecke vom 20.10.2012 ! Nur so als Hinweis . Wenn ihr eine ältere , eine /ART/eine  idee /ADJA/(unknown)  ?. /NN/(unknown) ,eine idee ?.,ART ADJA NN,eine (unknown) (unknown),(unknown)
35bf45dff8192f76dabc4f7ebc304c29cfb4,"Land und eine eine Baugenehmigung angeboten bekommt "" . Polen ist auch in der EU . Unser Wirtschaftsraum hat eine so gute Dimension erreicht , dass der Euro zu Recht stark ist . Trotzdem ist Polen nicht Deutschland . Wir sind doch immer noch ",eine Idee perfekter," und so stark technolo - gieorientert , dass eine Genehmigung aus Deutschland faktisch eine weltweite Gültigkeit hat . Als Konsensrepublik mit vernetzter Leistungs - gesellschaft sind wir für Dong Energy A / S ein Partner , der einfach ", eine /ART/eine  Idee /NN/Idee  perfekter /ADJD/perfekt ,eine Idee perfekter,ART NN ADJD,eine Idee perfekt,perfekt
efac6ab10e0306d7c5ca2e429011b0821add,mir erstmal rein um die SIcherheit der Kaninchen . @ Balu : Allein lassen ist mir auch zu gefährlich . Die müsste dann für die Zeit in ein anderes Zimmer . @Jeckie : Hund braucht Auslauf - &gt; mehr Zeitaufwand . Ist mir zu viel . Meerschweinchen war ,eine Idee zusätzlich," zu Katze UND Kaninchen . Unser Hamster ist gestorben und ich wollte eben unbedingt eine Katze haben , aber als der Hamster am Leben war , war es viel zu gefährlich , weil sein Terra keinen Deckel hatte . Hab mit meinem Freund wild drauf ", eine /ART/eine  Idee /NN/Idee  zusätzlich /ADJD/zusätzlich ,eine Idee zusätzlich,ART NN ADJD,eine Idee zusätzlich,zusätzlich
983e12e04284e1ab7a95881521de7108350c,"Foo 2 30.05.2000 , 15:40 Da hilft nur AUFSCHLAGTRAINING !!! --- Jo jo und alles wird gut Philippoussis 02.06.2000 , 12:16 Hi , ich kann mir gar nicht vorstellen , dass Du nun weniger Effet im Aufschlag hast . Ich denke eher der Aufschlag wird ",eine Idee länger," sein und höher abspringen , woraus natürlich eine einfachere Returnmöglichkeit resultiert . Du solltest also den Ball noch niedriger treffen und ihn dabei noch stärker "" streicheln "" . Viel Glück Mark / Philipp(oussis) --- holger ", eine /ART/eine  Idee /NN/Idee  länger /ADJD/lang ,eine Idee länger,ART NN ADJD,eine Idee lang,lang
3b5aa3499ab237fc6bb9134a5180e68a1c87,"- so lange ihr Impuls reicht , bis wieder ins Nichts hinein . Und dann wieder vom Neuen : neue Sehnsucht , neuer Impuls , neue Welt ... Bis in alle Ewigkeit . Jedenfalls entsteht auf jedem Punkt der Bewegung eine neue Welt , und die ist um ",eine Idee perfekter," und komplexer als die Welt davor . ( Das ist also in etwa so , wie wenn ein Lichtstrahl die Zeilen einer Bildröhre ' abtastet ' , um dadurch ein Bild zu produzieren , um wieder von vorne zu beginnen , und so fort , wobei die Handlung , die sich aus den ", eine /ART/eine  Idee /NN/Idee  perfekter /ADJD/perfekt ,eine Idee perfekter,ART NN ADJD,eine Idee perfekt,perfekt
bda272c85d20528bb5d2788ad0698424861a,"stärker , schneller und haben ein größeres und somit stabileres Getriebe . Das Mehrgewicht merkt der Eisvogel gar nicht und am Platz fehlt es auch nicht . Also spricht nichts gegen die größeren Servos . Evt . hat das C 361 bessere Potis und ist ",eine Idee stellgenauer," , aber ich kann bei meinen C 5391 ( als Leitwerksservos in einem F 3 B-Modell mit Pendelkreuzleitwerk ) über die Rückstellgenauigkeit nicht meckern . Für diese Rumpf / Leitwerkskombi hat mir Phillip Kolb die 30 Nm Stellkraft bei anlaog ", eine /ART/eine  Idee /NN/Idee  stellgenauer /ADJD/stellgenau ,eine Idee stellgenauer,ART NN ADJD,eine Idee stellgenau,stellgenau
94b52c588ee96178557bff7d10a9808ef5da,"schon etwas früher . Aber insgesamt ist das Rauschverhalten sehr gut . Beachte , dass du hier andere Speicherkarten brauchst ( xD ) . Was mir an der Ricoh besser gefiel war , dass der Weitwinkelbereich größer war . Vielleicht war sie auch noch ",eine Idee schneller," beim Einschalten , aber das kann man vernachlässigen . Dass die Batterieversorgung mit normalen Akkus erfolgen konnte , wobei man sagen muss , dass die Ladung bei der F 11 ganz schön lange hält . Insgesamt gesehen , bin ich sehr zufrieden mit ", eine /ART/eine  Idee /NN/Idee  schneller /ADJD/schnell ,eine Idee schneller,ART NN ADJD,eine Idee schnell,schnell
b97c614b35d88081c9fe073723d9ca895b4b,"gesund und munter sein sollten , wird kein Weg an Papa vorbeiführen ! Bene in Topform ist auch fast unverzichtbar ( Die Form hat er jedoch noch nicht vllt in der RR ) , Wobei Matip das Spiel am Besten eröffnen kann . Bleibt abzuwarten , was für ",eine Idee Keller, hier haben könnte vllt. Matip auf der 6 ? ) Nur Santana könnte öfter auf der Bank landen und das auch zurecht . Bencci 2. Bundesliga Anmeldungsdatum : 04.07.2012 Beiträge : 383 Verfasst am : 26 Dez 2013 11:47 Titel : Wie sicher seht ihr Jones in , eine /ART/eine  Idee /NN/Idee  Keller /NE/Keller ,eine Idee Keller,ART NN NE,eine Idee Keller,Keller
1f28c53bf31b80c524974a6e4dd1b9211574,"gar nicht singen lassen . Neuentdeckung Shreya Goshal passt gut zu den jungen "" neuen "" Mädels a la Amrita Rao , Kim Sharma , Riya Sen etc. . ) / quote : a 3383 c 68 ec ( Shreya hört sich nach meinem Geschmack ein wenig wie du junge Asha an , nur noch ",eine Idee besser," . Shreya hat etwas liebliches in ihrer Kopfstimme , Alka etwas nerviges . B ) Paki Sänger waren doch immer schon beliebt in Indien . Esha 25.10.2006 , 16:46 Schon was von Himesh Reshammiya gehört er singt einfach toll Hier ein paar videos von ", eine /ART/eine  Idee /NN/Idee  besser /ADJD/gut ,eine Idee besser,ART NN ADJD,eine Idee gut,gut
3e9da07db43c2a04beffa5d09ba068febe0e,"uns nicht ! Zusätzlich war sie sehr rund in den Schultern . Weitaus besser die Stallgefährtin in Käfig Nr. 5183 , eine sehr typvolle 0,1 mit überragenden Kopfpunkten ( Vermerk des PR : "" Kopfanlage ausdrucksvoller "" ??? ) . Ihr wäre lediglich ",eine Idee knappere," Feder zu wünschen gewesen . Eine 0,1 in blau-weizenfarbig , die im Typ versagte und zu Recht mit einer unteren Bewertung den Weg nach Hause antreten durfte . 3,3 Ko Shamo in schwarz ( 1 Aussteller ) zeigten den momentanen Zuchtstand recht gut ", eine /ART/eine  Idee /NN/Idee  knappere /ADJA/knapp ,eine Idee knappere,ART NN ADJA,eine Idee knapp,knapp
b36003d3db342d5ae8d899c014fc63b65f0a,"Bilanz . Einzig positiv die Tiere von Zuchtfreund Andreas Niehsen . U.a. sein Hv-Hahn überzeugte im Stand , aufrechter Haltung , eckigen Schultern , langem Hals , kurzer Feder und in den ausgeprägten Kopfpunkten . Vielleicht hätte er noch ",eine Idee kürzer," im Körper sein dürfen , doch auch bei späteren Schauen war der Hahn immer mit in der Spitze . Auch in den nächsten Jahren ist geplant wieder SS anzumelden um im Notstandsgebiet Münsterland - Westfalen-Lippe voran zu kommen . Zudem findet ", eine /ART/eine  Idee /NN/Idee  kürzer /ADJD/kurz ,eine Idee kürzer,ART NN ADJD,eine Idee kurz,kurz
a1a4ee348802cf31e4729df80525fb2d0df9,"schlechten Kammaufbau teils zu flache Körperhaltung und loses Gefieder . In 6966 sahen wir einen Hahn von Kempny mit sg 93 Z , mit kurzem muskulösem Körper und guten Kopfpunkten , den ich mir jedoch etwas aufrechter in der Haltung und ",eine Idee länger," im Hals gewünscht hätte . Aus der Zucht von Bock mit Hv 96 FB bewertet , in 6972 ein Hahn mit prima Körper , extrem markanter Schulterung , super Halslänge und Frontbreite sowie schön hervortretenden , muskulösen Schenkeln und akzeptablem ", eine /ART/eine  Idee /NN/Idee  länger /ADJD/lang ,eine Idee länger,ART NN ADJD,eine Idee lang,lang
59c956e8fa15d415deac6386c3ffca03566e,wurden triforce der dunkelheit entstanden und Ganondorf konnte so wiedererweckt werden . Link ( träger des triforce des mut ) muss zusammen mit zelda ( trägerin des triforce der weisheit ) die 3 dunklen triforce zerbrechen . naja ist ja nur ,eine idee ^^," aber trotzdem ich finde meine idee irgendwie voll cool o. 0 sorry das ich frage , aber was würdet ihr von einem solchen spiel halten ? danke für eure Antworten ich frag immer soviel Captain Rex @xLookslikeLinkx Ich finde deine Idee wirklich ", eine /ART/eine  idee /ADJA/(unknown)  ^^ /NN/(unknown) ,eine idee ^^,ART ADJA NN,eine (unknown) (unknown),(unknown)
c58ad7780fe88434e7f992b6dfc2dc6b2627,"ich ja noch gar nicht zu arbeiten begonnen habe !!! :D * 29.08.08 , 18:54 Ich warte ... mal wieder ... auf eine Nachricht ... ich hasse das :mad: Cova 01.09.08 , 08:03 Ich warte auf - meine Kollegin , - meine Motivation , - dass es 8.00 Uhr wird , - ",eine Idee betreffend," eines Geschenkes , - jetzt schon auf den Feierabend ! :D Moet 01.09.08 , 10:10 Ich warte auf - den Feierabend - gesunden Schlaf heute Nacht - Urlaub - Besserung des Verhaltens von meinem Schatz - nen neuen Job Cova 01.09.08 , 13:10 Ich warte auf ", eine /ART/eine  Idee /NN/Idee  betreffend /ADJD/betreffend ,eine Idee betreffend,ART NN ADJD,eine Idee betreffend,betreffend
048557c911717a324e71c1cc5f836d2e1856,"ich bin echt am Ende und benötige ganz dringend Hilfe ! Ich habe mir überlegt , mir morgen eine Spritze in der Apotheke zu kaufen , diese mit Babybrei aufzuziehen und ihr das in den Mund zu spritzen , damit sie Nahrung zu sich nimmt ... wäre das ",eine Idee ?!?," Was meint Ihr , was ich tun kann , um sie von diesem Leiden zu erlösen ? Vielen Dank im voraus für Eure Hilfe !!! Liebe Grüße , Thorsten Dieser Beitrag wurde bereits 1 mal editiert , zuletzt von » Toto 997 « ( 6. Dezember 2007 , 23:14 ) Zum ", eine /ART/eine  Idee /NN/Idee  ?!? /ADJD/(unknown) ,eine Idee ?!?,ART NN ADJD,eine Idee (unknown),(unknown)
3cc0fffb75abdf3c1a823bcda5eedfa531be,"bitte nicht verwechseln ! Rechtlich begebe ich mich keinesfalls auf fragwürdiges Terrain , wenn ich drei oder vier überall frei verkäufliche und zur Nahrungsergänzung bestimmte Mineralstoffe zusammenschütte . Wie kommst Du nur auf so ",eine Idee ??!," Die von Dir angesprochenen Punkte sind alle längst geklärt . Was ich brauche sind lediglich Antworten auf meine hier gestellten Fragen . Vielleicht sieht sich jemand in der Lage , hierauf einzugehen . Chemiker sollten hier doch die ", eine /ART/eine  Idee /NN/Idee  ??! /NN/(unknown) ,eine Idee ??!,ART NN NN,eine Idee (unknown),(unknown)
a49e4468217610cd38576f73b04084be525c,ist da die unwandelbare Idee ? Ich sags Dir. Nirgends . Nur in Deinem Kopf . In den hintersten Ecken Deines Gehirns existiert der Drang in allem Einheit und unwandelbarkeit zu sehen . Dein Verstand spielt Dir Streiche . In Wahrheit gab es nie ,eine Idee Mensch," . Das wir hier sind , herrvorgegangen aus den kleinsten Organismen , ist unglaubliches Glück , nichts weiter . Für einen göttlichen Plan gibt es keinen Beweis . Und Dein Gerede über Hirngespinste ändert daran auch nichts . --- gruß , ", eine /ART/eine  Idee /NN/Idee  Mensch /NN/Mensch ,eine Idee Mensch,ART NN NN,eine Idee Mensch,Mensch
a49e4468217610cd38576f73b04084be525c,"entsteht die Idee vom Pferd , DAS was alle Pferde gemeinsam haben . Und nun können wir Pferde erkennen , auch wenn wir das konkrete Pferd noch nie gesehen haben . Das ist Platon . Aus diesem Fakt nun schliesst er , das hinter dem konkreten Pferd , ",eine Idee Pferd," existieren müsse , die es uns erlaubt , Pferde zu erkennen . Das gleiche macht der Mensch aber nun nicht nur mit konkreten Dingen wie pferden , sondern auch mit abstrakten Begriffen wie z.B. dem Guten . Und genau hier entsteht der Fehlschluss ", eine /ART/eine  Idee /NN/Idee  Pferd /NN/Pferd ,eine Idee Pferd,ART NN NN,eine Idee Pferd,Pferd
08399ba97c3e331a616ab50e0556f8237f81,"des Hüftschwung und vor allem der Pop Musik sucht , kommt hier an diesem Werk nicht vorbei . Die Höchstnote gibt es nur deswegen nicht , weil ich hoffe , dass alsbald die Fortsetzung dieses Werks über ELVIS erscheint . Und vielleicht auch noch ",eine Idee kritischer," geurteilt wird . Trotzdem gilt : "" Last Train to Memphis "" ist ein Hammer !! Oliver Vollmer Careless Love - Elvis Presley - Sein Niedergang 1958 - 1977 uriblank Careless Love "" - "" Sorglose Liebe "" ... so hat Peter Guralnick den zweiten und ", eine /ART/eine  Idee /NN/Idee  kritischer /ADJD/kritisch ,eine Idee kritischer,ART NN ADJD,eine Idee kritisch,kritisch
e0302672c53829af9ca9994843baa9337a33,"Themen über den Äther . In der nächsten Sendung am 19. März 2007 hat sie die Jugendsportwartin des WBGV Johanna Knotzer zu Gast , die über eine neue Initiative für die Bahnengolfjugend Österreichs berichten wird . Ausgehend von ",einer Idee Hanni," 's wird am 1. April 2007 in Steyr / Resthof ein Vergleichkampf zwischen Bundesländerteams stattfinden . Zielgruppe sind jedoch nicht nur KaderspielerInnen , sondern alle Jugendliche unabhängig ihrer Spielstärke . Daneben gibt 's ", einer /ART/eine  Idee /NN/Idee  Hanni /NE/Hanni ,einer Idee Hanni,ART NN NE,eine Idee Hanni,Hanni
825244110a9373d32b3af32b4e28fe60c19b,"aber wenn man am Schreibtisch sitzt und dem Kind einen Namen geben muss sitzt man oft dumm da und man macht sich wenig gedanken , da die meisten Begriffe nicht lange leben , sagt man sich nun was solls und schreibt halt was . Nur manchmal ist eben ",eine Idee gut," und dann verwenden schon soviele den Begriff das es kein zurueck mehr gibt . Semi wird in der Wissenschaft oft nicht im sinne von halb sondern teilweise benutzt , semipermeabel , faellt mir da spontan ein , heisst ja auch nicht das durch die ", eine /ART/eine  Idee /NN/Idee  gut /ADJD/gut ,eine Idee gut,ART NN ADJD,eine Idee gut,gut
0e7a47fee0d91ddd1180730d18baed936ad5,"aus der "" Heimholung des Hammers "" . Der Riese Thrym hat Thors Hammer gestohlen und will ihn nur herausgeben , wenn er Freyja zur Frau erhält . Loki und Thor machen sich auf , den Hammer zurückzuholen - Thor verkleidet als Freyja , Loki als Zofe . ",Eine Idee Lokis," , natürlich . Die vermeintliche Freyja fällt erst einmal durch recht männlichen Hunger und Durst auf . Schließlich fordert Thrym einen Kuss und hebt den Schleier der vermeintlichen Braut : Kusslüstern lüftete das Linnen der Riese ; Doch ", Eine /ART/eine  Idee /NN/Idee  Lokis /NE/Loki ,Eine Idee Lokis,ART NN NE,eine Idee Loki,Loki
d088076cfdeb4105c454e70a8533b71c0af4,"Coxx-Gitarren daher . Und sie haben ebenfalls eine Beziehung zu alten Schinken , denn sie sind reinrassige Kopien einer der erfolgreichsten Gitarren der 1960er Jahre - des Mosrite-Ventures-Modells . Mosrite-Gitarren waren immer ",eine Idee schillernder," und poppiger als andere amerikanische Erfolgs-Gitarren . Nicht nur , dass diese Firma von einem Gitarrenbauer , Gospel-Musiker und Wanderprediger in Personalunion , Semie Mosley , ins Leben gerufen wurde , sondern auch die Tatsache , ", eine /ART/eine  Idee /NN/Idee  schillernder /ADJD/schillernder ,eine Idee schillernder,ART NN ADJD,eine Idee schillernder,schillernder
485a1272fbc08ac5009c0af7f76214a3cd1a,"Hann Münden . Die Damen der CDU-Frauenunion hatten im Wahlkampf bei einer Aktion mit Getränke - und Bratwurst-Verkauf sowie einer Tombola 430 Euro eingenommen , die sie jetzt dem Schutz - und Förderverein Tillyschanze ... Mehr » ",Eine Idee besser," - Inn ... Eine Idee besser - Innovationspreis : 111 Bewerber zeigten ihr Können 11 / 10 / 2011 | Hann . Münden , Lokales Hann . Münden , Nachrichten , Werra-Meißner Münden | 0 Kommentare Landkreis Göttingen . Zum 9. Mal wurde am Montag bei einer ", Eine /ART/eine  Idee /NN/Idee  besser /ADJD/gut ,Eine Idee besser,ART NN ADJD,eine Idee gut,gut
39258b4dd81815cac333af9b9b367ea419dd,"gaben "" Sächsische Zeitung "" , "" Dresdner Morgenpost "" und BILD erneut ein Paradebeispiel dafür , wie "" informativ "" ihre Blätter sind , indem die PDS-Aktion im Herzen Dresdens einfach keine Erwähnung fand . Was lehrt uns das ? In Zukunft noch ",eine Idee forscher," zu Werke gehen , für noch mehr Aufsehen sorgen . Manfred Krell BO "" Hans Beimler "" Startseite Anfahrt Kontakt Impressum Webcams Wochenend Windsurfkurs für Anfänger 139 € Alle Kurse werdet begleitet vom VDWS Windsurflehrer . Windsurfen ", eine /ART/eine  Idee /NN/Idee  forscher /ADJD/forsch ,eine Idee forscher,ART NN ADJD,eine Idee forsch,forsch
c17633cee1b8f8e9ff06223cc4b49389a9db,"Bereiche entstehen , wäre nur von Vorteil . Schön wäre zum Beispiel , einen Bereich für Fotos aus aller Welt , wie Landschaftsbilder . Dann einen Bereich für Love - Bilder , Schmusefotos , Fotos und Zeichnungen die unters Herz gehen . Wäre ",eine Idee Wert," für almac und für alle anderen , diesen Bereich intensiver zu nutzen . Noch einen Vorschlag an almac : Könntest Du nicht den Dateianhang erhöhen ? 20 kb ist einfach zuwenig . Mach 50 kb draus oder sogar 100 kb , oder ist das nicht möglich ? In ", eine /ART/eine  Idee /NN/Idee  Wert /NN/Wert ,eine Idee Wert,ART NN NN,eine Idee Wert,Wert
c07090945670cb9a83d736d96345a3ae01ae,"genannte "" amtliche Repräsentativstatistik "" , an der jährlich etwa ein Prozent der Haushalte in der Bundesrepublik beteiligt sind , und die empirischen SozialforscherInnen gern genutztes Datenmaterial liefert - geht maßgeblich auf ",eine Idee Kollers," zurück So wird die Geschichte der Medizinstatistik ( und der Soziologie ) durch Verschweigen geschönt . Eine von der deutschen Sektion der Biometrischen Gesellschaft - der Fachgesellschaft der MedizinstatistikerInnen , deren ", eine /ART/eine  Idee /NN/Idee  Kollers /NN/Koller ,eine Idee Kollers,ART NN NN,eine Idee Koller,Koller
7060f960be930549862abaf3bea587bad93d,wird er so 4 cm tiefer . Wirkt optisch ganz gut . Und wenn Du nichts ins leichte Gelände willst klappts auch . Ich war eigentlich Testfahrer für einen Bekannten von H &amp; R und habe die Federn bekommen um einen Bericht zuschreiben . Wird natürlich ,eine Idee härter," . 31.12.2010 , 22:04 Gestern sind nun meine Räder angekommen 245 / 35 / 20 und 275 / 30 / 20 Vredestein . Bin ja mal gespannt wie es dann ausschaut . Fahrverhalten sicher besser und geschätzte 2 Liter mehr . Aber wer schön sein will muss leiden : d ", eine /ART/eine  Idee /NN/Idee  härter /ADJD/hart ,eine Idee härter,ART NN ADJD,eine Idee hart,hart
a4fb1b23c3c4a9b28e24f81f8686c16d31cb,", wo man Untiefen für tiefgründig hält und Realitätsbezug für die abwaschbare Schondecke auf dem vor lauter künstlerischer Biederkeit knirschenden Spannungsbett . Anders in Frankreich , wo die Krimiszene schon immer ",eine Idee wacher," und mutiger war , wo man die Frage , wie intelligent Kriminalliteratur sein dürfe , mit der Gegenfrage beantwortet , seit wann es dort denn ein Limit gebe . Dominique Manottis "" Letzte Schicht "" ist so ein Roman , dessen Intelligenz ihn vor all ", eine /ART/eine  Idee /NN/Idee  wacher /ADJD/wach ,eine Idee wacher,ART NN ADJD,eine Idee wach,wach
78a899cad5e4c5972458ddff1989e8d200dc,"- ist nicht nur Idee oder fromme Erhebung . Es gestaltet . Es gestaltet neue Wirklichkeiten . Es bekommt Hand und Fuß in dieser Welt , es schafft Neues , konkret , real und anfassbar . Jeder , der schon einmal die Faszination gespürt hat , wenn ",eine Idee Realitäten," schafft , weiß , wovon die Rede ist . Und so geschieht es immer mehr mit "" 2014 "" . Logo auf Fahnen , Wänden und T-Shirts , Gebetskarten , Plexiglasheiligtümer und die Botschaft 2014 gedruckt in jedem Heiligtum Brasiliens , ", eine /ART/eine  Idee /NN/Idee  Realitäten /NN/Realität ,eine Idee Realitäten,ART NN NN,eine Idee Realität,Realität
0db7d01150e31a7a5280d8e81df3c5af1d33,"es überhaupt gewollt ? Hm ... Hier gibt es Worte zu lesen ! Keine Gesichter , keine Töne ... "" Anfassen "" eines gemeinsamen Themas , ja , das ja ... gelegentlich ... Was ersetzt hier die fehlenden Sinne ? - Gerade weiß ich nicht weiter ... Habt Ihr ",eine Idee ?...," Eins möchte ich jetzt ganz konkret ! Ich möchte Heidi etwas "" sagen "" : Nicht hier , sondern "" drüben "" , einen Katzensprung / Mausklick , entfernt , da hatte ich eine Begegnung mit Dir , die mich etwas von Dir hat spüren lassen ! Beide haben wir ", eine /ART/eine  Idee /NN/Idee  ?... /ADJA/(unknown) ,eine Idee ?...,ART NN ADJA,eine Idee (unknown),(unknown)
1881d874eb8bf06ef20dac2a5ed9f28dc363,", was ich machen kann , und ich finde auch , dass z.B. die ersten squats schwieriger sind als die letzten , man merkt , dass das Ganze bisschen beweglicher wird . Aber eben nur ein bisschen . Und im Moment komme ich kaum auf 90 ° - Winkel runter . ",Eine Idee tiefer," und das Hüftgelenk schickt mir einen schönen Gruß nach oben und das ist nicht angenehm . Ävver joot : Et hät noch immer jot jejange . Et kütt , wie et kütt . Wozu bin ich Rheinländer ? Wenn ich ne OP kriege , kann ich jedenfalls danach in der Reha ", Eine /ART/eine  Idee /NN/Idee  tiefer /ADJD/tief ,Eine Idee tiefer,ART NN ADJD,eine Idee tief,tief
56d4f8a7f970d8a83a886bcd291b52c99f9f,"dann die meisten Süßigeiten wegen seinem "" Kostüm "" und Kagome und Sota sind total eifesüchtig . 54 Mittwoch , 3. November 2010 , 20:38 Ich schreib dann auch mal wieder ! Hmm ... also es wäre cool wen es weiter gehen würde aber wie !? Ich hätte ",eine idee Wen, jeder der mag eine neue folge schreibt Könnte ich diese zu einer weiteren ganzen folge zusammen schreiben nur wer möchte und lust hat ! XD es muss wirklich nix langes sein ! ONIGOMO ! Grrrrrrr ... ( bitte nicht dieses wort in der gegenwar , eine /ART/eine  idee /NN/Idee  Wen /NE/Wen ,eine idee Wen,ART NN NE,eine Idee Wen,Wen
06aec1c694bdfbea0c835c58db8a70f958be,". "" Magnees : "" Ist ja gut , ich versuch gerade deinen Systemen zu helfen also tu doch was dagegen ... "" SUSI : "" Und was ? "" Irgendwie dachte Magnees angestrengt ueber der Kurs auf der Akademie "" Betaeuben leicht gemacht "" nach und kam sogar zu ",einer Idee Magnees," : "" ist mir wurscht .. koennte es mit Ethanol klappen ? "" ) GB : Insider "" tip "" für Chemiker : Mit Methanol geht 's EINfacher ... "" SUSI : "" Weis nicht , kommt auf nen Versuch an ... "" Gesagt getan kurzerhand wurde der Raum mit Ethanol daempfen ", einer /ART/eine  Idee /NN/Idee  Magnees /NN/(unknown) ,einer Idee Magnees,ART NN NN,eine Idee (unknown),(unknown)
ca893b38b38e22b712bedeb3b8fa5d460d92,"politisch Handelnde werden . In Privatwohnungen und Räumen der evangelischen Kirche gründen sie Initiativgruppen , die im Rahmen der Friedlichen Revolution von 1989 zu neuen Bürgerbewegungen und Parteien heranwachsen , die wiederum ",eine Idee gemeinsam," haben : Das Land , in dem wir leben , regieren wir jetzt mit ! Die Ausstellung ist ein Projekt der Initiative Bürgerstiftung Prenzlauer Berg und der Amadeu Antonio Stiftung in Kooperation mit dem Amt für Kultur und Bildung - Museumsverbund ", eine /ART/eine  Idee /NN/Idee  gemeinsam /ADJD/gemeinsam ,eine Idee gemeinsam,ART NN ADJD,eine Idee gemeinsam,gemeinsam
b6ec6d11bd63e24ae63545dc2514bed9f7f1,"Sie nützliche Tipps zur Finanzierung Ihres Studiums . Neues aus dem Portal Warum eine Existenzgründung nicht aus finanziellen Gründen erfolgen sollte Existenzgründer müssen sehr viel Fantasie haben , denn zu Beginn ist nicht mehr als ",eine Idee vorhanden," . Diese Fantasie sollte aber nicht darin bestehen , möglichst viel Geld zu verdienen . Die meisten Unternehmer werden nicht reich , auch wenn dies in der Öffentlichkeit manchmal anders dargestellt wird . Viele kleine und ", eine /ART/eine  Idee /NN/Idee  vorhanden /ADJD/vorhanden ,eine Idee vorhanden,ART NN ADJD,eine Idee vorhanden,vorhanden
2532d915dcf307ba8d8de7e2adad0077f059,"die Stunde sich mit dem "" Erec "" als einem Bsp. fr einen h . Roman befassen . Das Inhaltliche ist mir grunds zlich klar , allerdings fehlt mir eine zndende Idee , wie ich die Materie fr einen 8. Kl ser interessant machen k nte . Hat jemand spontan ",eine Idee fr," eine Aktualisierung ( sprich "" Gegenwartsbezug "" im weitesten Sinne ) oder f lt jemandem was Humoristisches zu diesem Thema ein , das sich integrieren lies ? Und eine weitere Frage h te ich noch : In einer der Stunden wrde ich gerne was zur ", eine /ART/eine  Idee /NN/Idee  fr /NE/Fr ,eine Idee fr,ART NN NE,eine Idee Fr,Fr
873581a5f17e74fe518f7197d265b001b5e9,"Himeko und Chikane gangen . "" C : scheint so als wären alles schon in den Vorbereitungen für das Fest H : Stimmt .. du Chikane-san ... wollen wir auch mithelfen ? C : Hihi immer besorgt um die anderen^^ Natürlich helfen wir mit , ich hab auch schon ",eine Idee H," : ?? C : Komm einfach mit "" Chikane nahm Himeko an der Hand und nahm sie mit zu Yuri . Yuri war die Verantwortliche für das Fest "" Y : Ahh Chikane-san du bist schon da C : ja wir waren etwas später verabredet aber ich bin früher gekommen ... ahja ", eine /ART/eine  Idee /NN/Idee  H /NN/H ,eine Idee H,ART NN NN,eine Idee H,H
d9e8ee51597863c2650972edd3760fcf644d,"auftritt . Das heisst , wenn ihn etwas stört , dann weiss man das , weil er es zur Sprache bringt . Ab und zu ist das unangenehm , nie aber hält er sein Unbehagen zurück . Wer ihn kennt , erinnert ausserdem daran , dass der Justizminister oft ",eine Idee wochenlang," mit sich herumträgt , um sie dann plötzlich zu platzieren . So gesehen war Blochers Eingeständnis gegenüber den Türken , dass ihm das Verbot , einen Genozid abzustreiten , "" Bauchschmerzen "" bereite , kein spontaner Einfall , sondern , ", eine /ART/eine  Idee /NN/Idee  wochenlang /ADJD/wochenlang ,eine Idee wochenlang,ART NN ADJD,eine Idee wochenlang,wochenlang
4695bf6bc84e770aa5b759772c564a3589ee,"Buch entsteht oder auch zwei Bücher . Durch den Tod meiner beiden bisherigen Verleger und einem schweren Krankheitsfall muß nun auch ein neuer Verlag gefunden werden . Auf die Frage nach einem neuen Reiseprojekt kann ich sagen , dass ",eine Idee allmählich, Konturen annimmt . Doch wie bisher muß das Vorhaben erst langsam wachsen . Bis zum Start der Tour wird es demnach noch eine Weile dauern . Herzliche Grüße Ronald Prokein RONALD PROKEIN AUF VORTRAGSTOURNEE Auch in diesem Herbst und Winter , eine /ART/eine  Idee /NN/Idee  allmählich /ADJD/allmählich ,eine Idee allmählich,ART NN ADJD,eine Idee allmählich,allmählich
